pp block trl_number cat_correct resp acc RT
1000 practice 0 2 2 1 7776
1000 practice 0 1 2 0 4422
1000 practice 0 1 1 1 4646
1000 practice 0 2 2 1 4055
1000 test 0 2 2 1 5421
1000 test 1 1 1 1 6787
1000 test 2 2 2 1 5209
1000 test 3 1 1 1 3666
1000 test 4 1 2 0 4874
1000 test 5 1 2 0 6978
1000 test 6 2 2 1 2658
1000 test 7 2 2 1 3891
1000 test 8 1 1 1 3691
1000 test 9 1 1 1 4274
1000 test 10 2 2 1 2242
1000 test 11 1 1 1 3706
1000 test 12 1 1 1 3747
1000 test 13 1 2 0 6250
1000 test 14 2 2 1 1778
1000 test 15 2 2 1 4138
1000 test 16 1 1 1 2883
1000 test 17 2 2 1 2690
1000 test 18 2 2 1 2042
1000 test 19 1 1 1 6090
1000 test 20 2 2 1 3147
1000 test 21 1 1 1 4090
1000 test 22 1 2 0 6930
1000 test 23 1 1 1 4650
1000 test 24 1 2 0 4891
1000 test 25 1 1 1 3730
1000 test 26 2 2 1 3755
1000 test 27 1 1 1 4978
1000 test 28 1 1 1 3641
1000 test 29 2 2 1 2266
1000 test 30 1 2 0 5746
1000 test 31 2 2 1 5010
1000 test 32 2 2 1 1914
1000 test 33 2 2 1 4827
1000 test 34 2 2 1 2283
1000 test 35 1 1 1 4610
1000 test 36 1 1 1 6434
1000 test 37 2 2 1 2858
1000 test 38 1 1 1 5243
1000 test 39 2 2 1 3586
1000 test 40 2 2 1 2794
1000 test 41 1 1 1 5019
1000 test 42 2 2 1 3306
1000 test 43 1 1 1 6906
1000 test 44 2 2 1 8114
1000 test 45 2 1 0 7730
1000 test 46 2 2 1 7132
1000 test 47 1 1 1 6953
1000 test 48 1 1 1 3610
1000 test 49 1 1 1 4539
1000 test 50 1 1 1 3539
1000 test 51 1 2 0 5187
1000 test 52 2 2 1 2771
1000 test 53 1 1 1 6649
1000 test 54 2 2 1 5819
1000 test 55 1 2 0 7674
1000 test 56 2 2 1 5740
1000 test 57 2 2 1 5522
1000 test 58 1 1 1 7226
1000 test 59 2 2 1 3354
1000 test 60 2 2 1 3618
1000 test 61 1 2 0 9466
1000 test 62 2 2 1 2427
1000 test 63 1 1 1 3259
1000 test 64 2 2 1 2418
1000 test 65 2 2 1 3146
1000 test 66 2 2 1 5130
1000 test 67 2 2 1 3114
1000 test 68 2 2 1 7011
1000 test 69 1 1 1 3571
1000 test 70 2 2 1 2497
1000 test 71 1 1 1 4434
1000 test 72 2 2 1 3331
1000 test 73 1 1 1 4827
1000 test 74 1 1 1 4242
1000 test 75 2 2 1 3690
1000 test 76 2 2 1 5883
1000 test 77 1 1 1 2962
1000 test 78 1 1 1 4714
1000 test 79 2 2 1 1930
1000 test 80 1 1 1 4514
1000 test 81 2 2 1 4074
1000 test 82 2 2 1 2498
1000 test 83 2 2 1 3651
1000 test 84 2 2 1 2377
1000 test 85 1 2 0 3370
1000 test 86 2 2 1 5419
1000 test 87 1 2 0 4170
1000 test 88 1 1 1 3419
1000 test 89 1 1 1 8537
1000 test 90 1 2 0 2603
1000 test 91 2 2 1 3746
1000 test 92 2 2 1 4042
1000 test 93 2 2 1 2628
1000 test 94 1 1 1 6617
1000 test 95 2 2 1 4482
1000 test 96 1 1 1 4859
1000 test 97 1 1 1 2979
1000 test 98 2 2 1 3154
1000 test 99 2 2 1 2123
1000 test 100 1 2 0 2387
1001 practice 0 2 2 1 1969
1001 practice 0 1 1 1 2551
1001 practice 0 1 2 0 1725
1001 practice 0 2 2 1 1614
1001 test 0 2 2 1 1756
1001 test 1 1 1 1 1587
1001 test 2 2 2 1 1620
1001 test 3 1 1 1 2027
1001 test 4 1 1 1 2842
1001 test 5 1 1 1 2266
1001 test 6 2 2 1 1986
1001 test 7 2 1 0 2889
1001 test 8 1 1 1 1978
1001 test 9 1 1 1 2074
1001 test 10 2 2 1 2314
1001 test 11 1 1 1 3322
1001 test 12 1 1 1 3465
1001 test 13 1 1 1 2554
1001 test 14 2 2 1 2011
1001 test 15 2 2 1 2683
1001 test 16 1 1 1 3347
1001 test 17 2 2 1 2691
1001 test 18 2 2 1 1858
1001 test 19 1 1 1 1899
1001 test 20 2 2 1 2579
1001 test 21 1 1 1 1657
1001 test 22 1 1 1 3498
1001 test 23 1 1 1 2114
1001 test 24 1 1 1 3193
1001 test 25 1 1 1 3185
1001 test 26 2 2 1 2793
1001 test 27 1 1 1 3562
1001 test 28 1 1 1 4435
1001 test 29 2 2 1 2515
1001 test 30 1 1 1 3475
1001 test 31 2 2 1 3602
1001 test 32 2 2 1 2491
1001 test 33 2 2 1 3530
1001 test 34 2 2 1 4050
1001 test 35 1 1 1 7369
1001 test 36 1 1 1 5010
1001 test 37 2 2 1 3547
1001 test 38 1 1 1 4163
1001 test 39 2 2 1 4123
1001 test 40 2 2 1 2091
1001 test 41 1 1 1 2779
1001 test 42 2 2 1 3147
1001 test 43 1 1 1 2898
1001 test 44 2 2 1 5890
1001 test 45 2 2 1 3811
1001 test 46 2 2 1 4691
1001 test 47 1 1 1 3667
1001 test 48 1 1 1 2810
1001 test 49 1 1 1 3473
1001 test 50 1 1 1 4330
1001 test 51 1 1 1 3266
1001 test 52 2 2 1 4034
1001 test 53 1 1 1 3579
1001 test 54 2 2 1 10051
1001 test 55 1 2 0 5130
1001 test 56 2 2 1 1707
1001 test 57 2 2 1 2154
1001 test 58 1 1 1 3115
1001 test 59 2 2 1 3555
1001 test 60 2 2 1 2778
1001 test 61 1 1 1 3571
1001 test 62 2 2 1 6090
1001 test 63 1 1 1 8322
1001 test 64 2 2 1 3377
1001 test 65 2 2 1 4042
