pp block trl_number cat_correct resp acc RT
1002 test 55 1 1 1 2002
1002 test 56 1 2 0 2387
1002 test 57 2 2 1 6036
1002 test 58 2 2 1 2084
1002 test 59 2 2 1 3699
1002 test 60 2 2 1 2083
1002 test 61 1 1 1 1972
1002 test 62 1 1 1 2173
1002 test 63 1 1 1 11964
1002 test 64 2 2 1 6251
1002 test 65 2 2 1 4349
1002 test 66 2 2 1 2748
1002 test 67 2 2 1 1572
1002 test 68 2 2 1 1596
1002 test 69 1 2 0 1659
1002 test 70 1 2 0 1867
1002 test 71 2 2 1 3299
1002 test 72 1 1 1 2259
1002 test 73 2 2 1 4546
1002 test 74 1 1 1 3539
1002 test 75 2 2 1 4948
1002 test 76 1 1 1 4109
1002 test 77 1 1 1 2283
1002 test 78 2 2 1 5107
1002 test 79 2 2 1 1747
1002 test 80 1 1 1 3443
1002 test 81 2 2 1 1228
1002 test 82 2 2 1 2571
1002 test 83 2 2 1 2003
1002 test 84 1 1 1 4172
1002 test 85 1 1 1 2075
1002 test 86 2 2 1 2107
1002 test 87 1 1 1 2075
1002 test 88 2 2 1 2106
1002 test 89 1 1 1 2443
1002 test 90 1 1 1 3523
1002 test 91 2 2 1 2692
1002 test 92 1 1 1 4875
1002 test 93 1 1 1 2748
1002 test 94 1 1 1 1986
1002 test 95 1 1 1 2090
1002 test 96 1 1 1 2853
1002 test 97 2 2 1 2163
1002 test 98 1 1 1 2235
1002 test 99 2 2 1 2267
1002 test 100 2 2 1 1740
1003 practice 0 1 1 1 5645
1003 practice 0 2 2 1 5711
1003 practice 0 2 2 1 7638
1003 practice 0 1 1 1 2878
1003 test 0 1 1 1 1989
1003 test 1 2 2 1 3101
1003 test 2 1 1 1 2685
1003 test 3 2 2 1 3906
1003 test 4 1 1 1 2643
1003 test 5 1 1 1 3107
1003 test 6 1 1 1 2443
1003 test 7 1 1 1 2267
1003 test 8 2 2 1 2588
1003 test 9 2 2 1 2348
1003 test 10 1 1 1 4060
1003 test 11 2 2 1 3091
1003 test 12 1 1 1 7724
1003 test 13 1 1 1 2555
1003 test 14 2 2 1 6675
1003 test 15 2 2 1 5307
1003 test 16 1 1 1 3059
1003 test 17 1 1 1 2659
1003 test 18 2 2 1 4724
1003 test 19 2 2 1 2411
1003 test 20 2 2 1 8787
1003 test 21 1 1 1 3467
1003 test 22 2 2 1 4667
1003 test 23 1 1 1 2932
1003 test 24 2 2 1 2843
1003 test 25 2 2 1 3556
1003 test 26 2 2 1 1883
1003 test 27 1 1 1 2003
1003 test 28 1 1 1 4707
1003 test 29 1 1 1 3466
1003 test 30 1 1 1 2979
1003 test 31 2 2 1 2348
1003 test 32 2 2 1 2828
1003 test 33 1 1 1 3123
1003 test 34 2 2 1 2285
1003 test 35 1 1 1 1956
1003 test 36 1 1 1 2850
1003 test 37 1 1 1 3107
1003 test 38 1 1 1 1988
1003 test 39 1 1 1 1740
1003 test 40 1 1 1 2133
1003 test 41 2 2 1 3978
1003 test 42 1 1 1 1771
1003 test 43 2 2 1 3195
1003 test 44 2 2 1 2284
1003 test 45 2 2 1 2796
1003 test 46 1 1 1 2259
1003 test 47 2 2 1 2067
1003 test 48 2 2 1 2330
1003 test 49 2 2 1 5419
1003 test 50 2 2 1 3068
1003 test 51 2 2 1 3979
1003 test 52 1 1 1 2187
1003 test 53 2 2 1 2076
1003 test 54 1 1 1 2788
1003 test 55 1 1 1 3602
1003 test 56 1 2 0 2764
1003 test 57 2 2 1 3099
1003 test 58 2 2 1 2556
1003 test 59 2 2 1 2845
1003 test 60 2 2 1 2877
1003 test 61 1 1 1 2187
1003 test 62 1 1 1 2316
1003 test 63 1 1 1 1964
1003 test 64 2 2 1 3412
1003 test 65 2 2 1 2979
1003 test 66 2 2 1 2867
1003 test 67 2 2 1 2651
1003 test 68 2 2 1 3076
1003 test 69 1 1 1 2596
1003 test 70 1 1 1 2228
1003 test 71 2 2 1 3004
1003 test 72 1 1 1 2453
1003 test 73 2 2 1 3221
1003 test 74 1 1 1 4026
1003 test 75 2 2 1 5132
1003 test 76 1 1 1 2348
1003 test 77 1 1 1 2331
1003 test 78 2 2 1 3067
1003 test 79 2 2 1 2436
1003 test 80 1 1 1 5124
1003 test 81 2 2 1 2372
1003 test 82 2 2 1 4884
1003 test 83 2 2 1 2547
1003 test 84 1 1 1 2563
1003 test 85 1 1 1 1987
1003 test 86 2 2 1 2531
1003 test 87 1 1 1 2370
1003 test 88 2 2 1 3834
1003 test 89 1 1 1 2421
1003 test 90 1 1 1 2835
1003 test 91 2 2 1 4517
1003 test 92 1 1 1 2578
1003 test 93 1 1 1 2164
1003 test 94 1 1 1 2076
1003 test 95 1 1 1 1900
1003 test 96 1 1 1 2123
1003 test 97 2 2 1 2362
1003 test 98 1 1 1 4333
1003 test 99 2 2 1 2708
1003 test 100 2 2 1 2252
1010 practice 0 1 1 1 3015
1010 practice 0 2 2 1 4240
1010 practice 0 2 2 1 4114
1010 practice 0 1 1 1 4270
1010 test 0 1 1 1 3496
1010 test 1 2 2 1 3933
1010 test 2 1 1 1 2264
1010 test 3 2 2 1 3318
1010 test 4 1 2 0 4758
1010 test 5 1 1 1 3941
1010 test 6 1 1 1 2277
1010 test 7 1 1 1 2262
1010 test 8 2 2 1 4087
1010 test 9 2 2 1 2630
1010 test 10 1 1 1 4199
1010 test 11 2 2 1 6702
1010 test 12 1 1 1 4037
1010 test 13 1 1 1 2469
1010 test 14 2 2 1 3021
1010 test 15 2 2 1 4668
1010 test 16 1 1 1 4501
1010 test 17 1 1 1 2918
1010 test 18 2 2 1 6062
1010 test 19 2 2 1 2878
1010 test 20 2 2 1 5774
1010 test 21 1 1 1 5053
1010 test 22 2 2 1 3790
1010 test 23 1 1 1 2071
1010 test 24 2 2 1 2670
1010 test 25 2 2 1 2989
1010 test 26 2 2 1 2366
1010 test 27 1 1 1 2198
1010 test 28 1 1 1 2190
1010 test 29 1 1 1 2069
1010 test 30 1 1 1 2349
1010 test 31 2 2 1 1957
1010 test 32 2 2 1 2385
1010 test 33 1 1 1 2406
1010 test 34 2 2 1 2055
