pp block trl_number cat_correct resp acc RT
1000 practice 0 1 1 1 958
1000 practice 0 2 2 1 663
1000 practice 0 2 2 1 832
1000 practice 0 1 1 1 656
1000 test 0 2 2 1 1776
1000 test 1 1 1 1 726
1000 test 2 2 2 1 670
1000 test 3 2 2 1 647
1000 test 4 1 1 1 662
1000 test 5 1 1 1 1207
1000 test 6 1 1 1 719
1000 test 7 2 2 1 575
1000 test 8 2 2 1 654
1000 test 9 2 2 1 742
1000 test 10 2 2 1 854
1000 test 11 1 1 1 670
1000 test 12 2 2 1 621
1000 test 13 1 1 1 558
1000 test 14 1 1 1 533
1000 test 15 2 2 1 534
1000 test 16 1 1 1 558
1000 test 17 2 2 1 519
1000 test 18 1 1 1 518
1000 test 19 1 1 1 831
1000 test 20 1 1 1 606
1000 test 21 2 2 1 535
1000 test 22 1 1 1 542
1000 test 23 2 2 1 526
1000 test 24 2 2 1 567
1000 test 25 1 1 1 647
1000 test 26 2 2 1 566
1000 test 27 1 1 1 575
1000 test 28 2 2 1 647
1000 test 29 2 2 1 735
1000 test 30 2 2 1 590
1000 test 31 2 2 1 974
1000 test 32 2 2 1 646
1000 test 33 2 2 1 542
1000 test 34 1 1 1 542
1000 test 35 1 1 1 582
1000 test 36 1 1 1 622
1000 test 37 2 2 1 559
1000 test 38 2 2 1 743
1000 test 39 1 1 1 550
1000 test 40 1 1 1 566
1000 test 41 2 2 1 622
1000 test 42 1 1 1 511
1000 test 43 1 1 1 653
1000 test 44 2 2 1 566
1000 test 45 2 2 1 558
1000 test 46 2 2 1 846
1000 test 47 2 2 1 543
1000 test 48 1 1 1 639
1000 test 49 1 1 1 544
1000 test 50 1 1 1 559
1000 test 51 2 2 1 518
1000 test 52 2 2 1 614
1000 test 53 2 2 1 527
1000 test 54 2 2 1 550
1000 test 55 2 2 1 478
1000 test 56 1 1 1 527
1000 test 57 1 1 1 998
1000 test 58 1 1 1 583
1000 test 59 1 1 1 654
1000 test 60 2 2 1 566
1000 test 61 2 2 1 575
1000 test 62 1 1 1 598
1000 test 63 1 1 1 654
1000 test 64 1 1 1 583
1000 test 65 2 2 1 533
1000 test 66 1 1 1 542
1000 test 67 2 2 1 614
1000 test 68 1 1 1 623
1000 test 69 1 1 1 511
1000 test 70 1 1 1 590
1000 test 71 1 1 1 478
1000 test 72 1 1 1 511
1000 test 73 2 2 1 542
1000 test 74 2 2 1 590
1000 test 75 1 1 1 1030
1000 test 76 1 1 1 533
1000 test 77 2 2 1 542
1000 test 78 1 1 1 479
1000 test 79 1 1 1 607
1000 test 80 2 2 1 815
1000 test 81 1 1 1 791
1000 test 82 2 2 1 574
1000 test 83 2 2 1 590
1000 test 84 2 2 1 727
1000 test 85 1 1 1 527
1000 test 86 1 1 1 534
1000 test 87 1 1 1 598
1000 test 88 2 2 1 519
1000 test 89 1 1 1 439
1000 test 90 2 2 1 615
1000 test 91 2 2 1 607
1000 test 92 1 1 1 622
1000 test 93 1 1 1 662
1000 test 94 2 2 1 630
1000 test 95 2 2 1 566
1000 test 96 2 2 1 606
1000 test 97 2 2 1 542
1000 test 98 2 2 1 638
1000 test 99 1 1 1 598
1000 test 100 1 1 1 606
1001 practice 0 1 1 1 1815
1001 practice 0 2 2 1 727
1001 practice 0 2 2 1 537
1001 practice 0 1 2 0 647
1001 test 0 2 2 1 655
1001 test 1 1 1 1 598
1001 test 2 2 2 1 823
1001 test 3 2 2 1 695
1001 test 4 1 1 1 526
1001 test 5 1 1 1 686
1001 test 6 1 1 1 550
1001 test 7 2 2 1 590
1001 test 8 2 2 1 519
1001 test 9 2 2 1 598
1001 test 10 2 2 1 558
1001 test 11 1 1 1 502
1001 test 12 2 2 1 630
1001 test 13 1 1 1 575
1001 test 14 1 1 1 623
1001 test 15 2 2 1 487
1001 test 16 1 1 1 512
1001 test 17 2 2 1 471
1001 test 18 1 1 1 487
1001 test 19 1 1 1 574
1001 test 20 1 1 1 582
1001 test 21 2 2 1 446
1001 test 22 1 1 1 478
1001 test 23 2 2 1 511
1001 test 24 2 2 1 542
1001 test 25 1 1 1 503
1001 test 26 2 1 0 518
1001 test 27 1 1 1 590
1001 test 28 2 2 1 991
1001 test 29 2 2 1 494
1001 test 30 2 2 1 550
1001 test 31 2 2 1 518
1001 test 32 2 2 1 511
1001 test 33 2 2 1 502
1001 test 34 1 1 1 519
1001 test 35 1 1 1 503
1001 test 36 1 1 1 543
1001 test 37 2 2 1 527
1001 test 38 2 2 1 719
1001 test 39 1 1 1 511
1001 test 40 1 1 1 687
1001 test 41 2 2 1 718
1001 test 42 1 1 1 607
1001 test 43 1 1 1 518
1001 test 44 2 2 1 503
1001 test 45 2 2 1 575
1001 test 46 2 2 1 598
1001 test 47 2 2 1 438
1001 test 48 1 1 1 414
1001 test 49 1 1 1 414
1001 test 50 1 1 1 534
1001 test 51 2 2 1 558
1001 test 52 2 2 1 486
1001 test 53 2 2 1 431
1001 test 54 2 2 1 455
1001 test 55 2 2 1 463
1001 test 56 1 1 1 502
1001 test 57 1 1 1 447
1001 test 58 1 1 1 495
1001 test 59 1 1 1 454
1001 test 60 2 2 1 399
1001 test 61 2 2 1 423
1001 test 62 1 1 1 511
1001 test 63 1 1 1 487
1001 test 64 1 1 1 503
1001 test 65 2 2 1 551
1001 test 66 1 1 1 591
1001 test 67 2 2 1 838
1001 test 68 1 1 1 527
1001 test 69 1 1 1 479
1001 test 70 1 1 1 478
1001 test 71 1 1 1 470
1001 test 72 1 1 1 422
1001 test 73 2 2 1 502
1001 test 74 2 2 1 471
1001 test 75 1 2 0 470
1001 test 76 1 1 1 494
1001 test 77 2 2 1 662
1001 test 78 1 1 1 566
1001 test 79 1 1 1 518
1001 test 80 2 2 1 639
1001 test 81 1 1 1 503
1001 test 82 2 2 1 647
1001 test 83 2 2 1 535
1001 test 84 2 2 1 567
1001 test 85 1 1 1 519
1001 test 86 1 1 1 671
1001 test 87 1 1 1 560
1001 test 88 2 2 1 479
1001 test 89 1 1 1 560
1001 test 90 2 2 1 479
1001 test 91 2 2 1 478
1001 test 92 1 1 1 526
1001 test 93 1 1 1 518
1001 test 94 2 2 1 566
1001 test 95 2 2 1 654
1001 test 96 2 2 1 806
1001 test 97 2 2 1 470
1001 test 98 2 2 1 581
1001 test 99 1 1 1 462
1001 test 100 1 1 1 454
1002 practice 0 1 1 1 1518
1002 practice 0 2 2 1 510
1002 practice 0 2 2 1 545
1002 practice 0 1 1 1 415
1002 test 0 2 2 1 736
1002 test 1 1 1 1 648
1002 test 2 2 2 1 471
1002 test 3 2 2 1 455
1002 test 4 1 1 1 567
1002 test 5 1 1 1 486
1002 test 6 1 1 1 951
1002 test 7 2 2 1 415
1002 test 8 2 2 1 494
1002 test 9 2 2 1 398
1002 test 10 2 2 1 430
1002 test 11 1 1 1 438
1002 test 12 2 2 1 535
1002 test 13 1 1 1 478
