pp block trl_number cat_correct resp acc RT
1000 practice 0 2 2 1 4244
1000 practice 0 1 2 0 4459
1000 practice 0 1 1 1 8696
1000 practice 0 2 2 1 3846
1000 test 0 1 1 1 5006
1000 test 1 1 1 1 9198
1000 test 2 1 1 1 5300
1000 test 3 1 1 1 2958
1000 test 4 1 1 1 4524
1000 test 5 2 2 1 3843
1000 test 6 1 1 1 3773
1000 test 7 2 2 1 4253
1000 test 8 2 2 1 2659
1000 test 9 2 2 1 2756
1000 test 10 2 2 1 2708
1000 test 11 1 1 1 4132
1000 test 12 2 2 1 3493
1000 test 13 2 2 1 4019
1000 test 14 2 2 1 2467
1000 test 15 1 1 1 5277
1000 test 16 2 2 1 2571
1000 test 17 2 2 1 2198
1000 test 18 2 2 1 4520
1000 test 19 2 2 1 3653
1000 test 20 1 1 1 4518
1000 test 21 1 1 1 2765
1000 test 22 1 1 1 7253
1000 test 23 1 1 1 5501
1000 test 24 2 2 1 4428
1000 test 25 2 2 1 4589
1000 test 26 1 1 1 4350
1000 test 27 2 2 1 4829
1000 test 28 1 2 0 3621
1000 test 29 1 1 1 2557
1000 test 30 1 1 1 7948
1000 test 31 1 1 1 8052
1000 test 32 1 1 1 2637
1000 test 33 2 2 1 6628
1000 test 34 2 2 1 3060
1000 test 35 2 2 1 2684
1000 test 36 1 1 1 5670
1000 test 37 1 1 1 8332
1000 test 38 2 2 1 3809
1000 test 39 2 2 1 2597
1000 test 40 1 1 1 3909
1000 test 41 2 2 1 2788
1000 test 42 2 2 1 6428
1000 test 43 2 2 1 2884
1000 test 44 2 2 1 3845
1000 test 45 1 1 1 8461
1000 test 46 1 1 1 7406
1000 test 47 2 2 1 4261
1000 test 48 2 2 1 5084
1000 test 49 1 1 1 5117
1000 test 50 1 1 1 3757
1000 test 51 2 2 1 2780
1000 test 52 1 1 1 9805
1000 test 53 1 1 1 3852
1000 test 54 1 1 1 4057
1000 test 55 1 1 1 5581
1000 test 56 1 1 1 5956
1000 test 57 1 1 1 3628
1000 test 58 1 1 1 4245
1000 test 59 2 2 1 3732
1000 test 60 1 1 1 3685
1000 test 61 2 2 1 2733
1000 test 62 1 2 0 8044
1000 test 63 1 1 1 5614
1000 test 64 2 2 1 2248
1000 test 65 1 1 1 2765
1000 test 66 2 2 1 2861
1000 test 67 2 2 1 2669
1000 test 68 1 2 0 10404
1000 test 69 2 2 1 3266
1000 test 70 2 2 1 4052
1000 test 71 1 1 1 5829
1000 test 72 1 1 1 4934
1000 test 73 2 2 1 2872
1000 test 74 1 1 1 5165
1000 test 75 2 2 1 4852
1000 test 76 2 2 1 2141
1000 test 77 1 1 1 2893
1000 test 78 2 2 1 8950
1000 test 79 2 2 1 2789
1000 test 80 2 2 1 3037
1000 test 81 1 1 1 5878
1000 test 82 1 1 1 6597
1000 test 83 2 2 1 2557
1000 test 84 2 2 1 2812
1000 test 85 1 2 0 3030
1000 test 86 1 1 1 3838
1000 test 87 2 2 1 6708
1000 test 88 2 2 1 3653
1000 test 89 1 1 1 2644
1000 test 90 2 2 1 4549
1000 test 91 1 1 1 7309
1000 test 92 1 1 1 6357
1000 test 93 1 1 1 6749
1000 test 94 1 1 1 7684
